Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Hit
0.772,0.504,6,-8.219,0,0.0761,0.129,0,0.125,0.244,140.035,1
0.596,0.838,5,-6.52,0,0.0704,0.0189,1.54E-05,0.108,0.472,94.982,1
0.534,0.433,5,-12.628,1,0.0357,0.0116,0.0452,0.0667,0.235,117.834,1
0.586,0.525,1,-7.163,0,0.0615,0.111,0,0.134,0.508,133.629,1
0.392,0.825,0,-2.068,0,0.0535,0.0231,2.25E-06,0.0972,0.482,98.959,1
0.624,0.424,1,-8.237,1,0.24,0.284,0,0.173,0.584,76.669,1
0.552,0.893,0,-4.593,1,0.0383,0.0158,0,0.105,0.777,163.948,1
0.737,0.885,9,-5.547,0,0.206,0.0132,0,0.0821,0.752,112.877,1
0.729,0.739,8,-9.5,0,0.338,0.696,9.37E-06,0.164,0.749,90.306,1
0.683,0.796,11,-4.179,1,0.0285,0.111,0,0.197,0.531,90.031,1
0.671,0.428,4,-7.054,0,0.124,0.682,0.0002,0.121,0.36,148.041,1
0.731,0.445,0,-8.418,1,0.0533,0.0586,1.96E-05,0.14,0.106,117.97,1
0.898,0.283,6,-12.335,0,0.356,0.319,0.000383,0.11,0.469,138.97,1
0.651,0.808,1,-4.731,0,0.0435,0.054,0,0.0482,0.858,100.993,1
0.681,0.314,8,-9.319,1,0.0581,0.2,9.82E-06,0.1,0.166,139.992,1
0.743,0.651,6,-5.974,1,0.0646,0.0143,0,0.079,0.467,82.022,1
0.703,0.709,9,-6.452,1,0.402,0.00908,0,0.127,0.569,140.998,1
0.812,0.522,2,-5.287,1,0.257,0.0433,0,0.154,0.38,75.524,1
0.642,0.762,6,-7.411,1,0.0296,0.00967,5.72E-05,0.182,0.605,113.038,1
0.744,0.43,3,-10.604,0,0.309,0.455,2.73E-06,0.126,0.266,92.039,1
0.489,0.505,10,-8.022,0,0.117,0.579,0.000333,0.104,0.337,163.255,1
0.521,0.805,9,-4.481,1,0.0289,0.124,0.000219,0.33,0.527,141.967,1
0.899,0.626,6,-4.228,0,0.292,0.076,0,0.0631,0.873,88.007,1
0.743,0.571,7,-6.054,0,0.145,0.24,0,0.291,0.495,119.054,1
0.511,0.812,6,-4.763,0,0.0464,0.0496,1.64E-06,0.0829,0.692,81.992,1
0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,95.977,1
0.646,0.644,2,-6.763,1,0.031,0.0243,0,0.0888,0.251,99.999,1
0.732,0.458,5,-7.225,1,0.0311,0.447,0,0.136,0.661,98.938,1
0.461,0.834,2,-4.868,1,0.0989,0.0232,1.14E-05,0.14,0.471,135.007,1
0.736,0.449,1,-11.462,0,0.425,0.33,0.000162,0.0898,0.326,80.126,1
0.852,0.727,1,-4.851,1,0.267,0.0962,0,0.154,0.496,130.014,1
0.728,0.415,8,-6.852,1,0.0639,0.401,0,0.0616,0.455,114.145,1
0.95,0.743,10,-5.861,0,0.238,0.0646,1.19E-05,0.103,0.62,136.98,1
0.611,0.886,0,-4.673,1,0.0343,0.0551,1.10E-06,0.247,0.27,112.988,1
0.347,0.632,2,-6.998,1,0.0381,0.539,0.00226,0.121,0.285,74.257,1
0.598,0.496,0,-9.309,1,0.0804,0.0253,0.00132,0.12,0.725,128.06,1
0.528,0.928,3,-5.743,1,0.0456,0.0252,2.88E-06,0.0467,0.885,162.069,1
0.548,0.901,0,-2.637,0,0.0453,0.2,0,0.1,0.557,145.953,1
0.69,0.663,8,-5.248,0,0.0352,0.106,0,0.0659,0.285,122.041,1
0.584,0.54,1,-7.786,0,0.0576,0.0895,0,0.261,0.195,137.972,1
0.536,0.722,4,-4.163,1,0.0284,0.312,0,0.117,0.499,143.78,1
0.652,0.654,1,-6.69,1,0.0377,0.252,0.000553,0.117,0.605,120.019,1
0.683,0.691,8,-5.535,1,0.0432,0.243,0,0.14,0.732,179.91,1
0.497,0.489,11,-7.724,0,0.294,0.0576,9.91E-05,0.122,0.231,171.853,1
0.607,0.649,11,-6.695,0,0.0362,0.0306,2.46E-05,0.174,0.505,102.996,1
0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,1
0.776,0.78,10,-4.374,0,0.128,0.0622,0,0.081,0.666,124.949,1
0.804,0.886,1,-2.512,1,0.04,0.0837,0,0.266,0.789,144.946,1
0.761,0.386,4,-6.158,1,0.0399,0.355,0,0.0953,0.526,134.943,1
0.624,0.876,9,-3.374,1,0.1,0.0735,0,0.327,0.781,99.943,1
0.522,0.385,0,-7.355,1,0.0288,0.536,0,0.135,0.236,89.792,1
0.763,0.726,1,-6.405,1,0.282,0.259,0,0.0976,0.349,139.059,1
0.78,0.745,7,-3.97,1,0.145,0.0559,0,0.0595,0.862,94.026,1
0.589,0.242,6,-10.517,1,0.0442,0.914,0,0.0887,0.257,89.749,1
0.804,0.456,8,-7.44,1,0.0468,0.000668,0,0.31,0.165,130.014,1
0.607,0.536,10,-7.306,1,0.0305,0.386,0,0.102,0.434,147.986,1
0.838,0.492,1,-5.69,0,0.038,0.251,0,0.262,0.895,115.092,1
0.617,0.439,9,-5.63,1,0.0269,0.424,0,0.127,0.242,139.979,1
0.759,0.245,6,-6.545,1,0.138,0.515,0.000154,0.102,0.209,96.992,1
0.64,0.812,8,-5.647,0,0.0834,0.086,0,0.0509,0.914,86.013,1
0.604,0.366,7,-7.881,1,0.0267,0.719,0,0.162,0.181,105.177,1
0.502,0.792,3,-5.473,0,0.0335,0.304,0.0385,0.143,0.44,155.902,1
0.747,0.76,1,-4.294,1,0.187,0.448,0,0.153,0.682,99.975,1
0.589,0.809,3,-5.292,1,0.0376,0.231,0,0.0719,0.496,88.965,1
0.908,0.621,1,-6.638,0,0.102,0.000282,5.39E-05,0.0958,0.421,150.011,1
0.732,0.75,11,-6.366,0,0.231,0.00264,0,0.109,0.401,155.096,1
0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,1
0.656,0.917,0,-4.652,1,0.0495,0.045,0.000732,0.0878,0.961,152.067,1
0.877,0.391,1,-8.196,1,0.063,0.0317,0.000502,0.0945,0.122,131.018,1
0.736,0.491,10,-6.892,0,0.439,0.0681,0,0.571,0.203,141.979,1
0.425,0.372,0,-10.92,1,0.03,0.861,0.0148,0.0733,0.292,79.456,1
0.726,0.535,7,-7.804,0,0.0476,0.0533,1.38E-05,0.0984,0.375,98.067,1
0.766,0.283,8,-10.33,0,0.0846,0.111,0.0172,0.115,0.144,97.04,1
0.587,0.711,1,-6.33,1,0.42,0.171,0,0.125,0.381,98.008,1
0.417,0.58,9,-4.574,1,0.207,0.0307,1.45E-06,0.179,0.139,68.58,1
0.501,0.836,11,-3.587,0,0.0491,0.208,0,0.152,0.618,159.863,1
0.638,0.523,1,-6.664,1,0.357,0.00454,0,0.0842,0.422,139.913,1
0.516,0.595,5,-4.63,1,0.0313,0.0275,0,0.109,0.222,119.972,1
0.67,0.585,6,-4.861,0,0.0354,0.107,1.11E-06,0.131,0.447,110.03,1
0.748,0.705,4,-4.547,0,0.485,0.204,0,0.246,0.483,189.891,1
0.697,0.506,8,-4.863,1,0.0325,0.0792,0,0.0893,0.516,100.002,1
0.517,0.636,9,-6.613,1,0.0331,0.351,0,0.356,0.318,83.959,1
0.685,0.947,2,-2.646,1,0.055,0.034,3.67E-06,0.302,0.545,110.024,1
0.652,0.719,1,-7.251,1,0.033,0.0353,0,0.108,0.24,94.969,1
0.545,0.366,2,-9.51,1,0.0378,0.969,0.267,0.641,0.1,86.997,1
0.741,0.58,0,-7.741,1,0.378,0.153,0,0.109,0.428,97.092,1
0.67,0.7,1,-7.893,1,0.196,0.576,5.34E-06,0.226,0.648,69.986,1
0.735,0.425,0,-6.648,1,0.0466,0.011,0,0.055,0.848,85.894,1
0.791,0.581,11,-7.323,0,0.286,0.0113,0,0.35,0.438,162.99,1
0.745,0.593,8,-6.35,1,0.0526,0.00522,5.25E-06,0.123,0.17,111.002,1
0.427,0.262,7,-8.541,1,0.0276,0.746,0,0.068,0.228,104.085,1
0.555,0.896,0,-3.295,1,0.0388,0.00434,0,0.145,0.578,114.995,1
0.573,0.781,8,-6.406,1,0.0555,0.0767,2.64E-05,0.0813,0.343,139.934,1
0.965,0.414,1,-6.408,1,0.0713,0.189,0,0.0767,0.728,121.032,1
0.334,0.617,6,-5.834,0,0.383,0.334,0,0.163,0.603,85.227,1
0.523,0.725,2,-5.448,1,0.0339,0.0558,6.96E-06,0.0937,0.528,155.855,1
0.766,0.756,5,-5.861,1,0.132,0.213,0,0.349,0.716,94.027,1
0.622,0.763,9,-6.4,1,0.0263,0.055,8.91E-06,0.315,0.621,102,1
0.735,0.588,5,-7.197,0,0.226,0.0356,0,0.107,0.434,90.002,1
0.554,0.903,8,-3.152,1,0.0515,0.0103,0,0.107,0.419,112.998,1
0.74,0.879,9,-2.251,0,0.105,0.193,8.25E-05,0.0928,0.948,103.71,1
0.932,0.702,7,-3.459,0,0.0903,0.00304,1.87E-05,0.267,0.53,143.001,1
0.65,0.782,8,-4.295,1,0.0721,0.295,0,0.107,0.944,171.988,1
0.646,0.756,9,-9.017,0,0.487,0.393,3.23E-05,0.202,0.596,193.881,1
0.652,0.663,11,-7.78,1,0.326,0.205,0,0.105,0.377,114.133,1
0.763,0.628,11,-5.85,1,0.05,0.0531,0,0.114,0.193,140.958,1
0.578,0.574,2,-6.209,1,0.0454,0.196,0,0.083,0.301,174.152,1
0.554,0.743,9,-6.016,1,0.0287,0.0251,0,0.359,0.673,72.997,1
0.553,0.747,9,-5.432,1,0.0279,0.106,0,0.154,0.521,90.012,1
0.801,0.795,1,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,1
0.488,0.744,2,-4.284,0,0.131,0.0353,0,0.0952,0.59,180.007,1
0.706,0.485,8,-9.671,1,0.331,0.337,0,0.122,0.144,115.414,1
0.596,0.834,9,-4.308,1,0.0474,0.0563,0,0.0866,0.618,116,1
0.735,0.831,9,-5.898,1,0.0332,0.00166,0.217,0.291,0.756,123.017,1
0.884,0.346,8,-8.228,0,0.351,0.0151,7.04E-06,0.0871,0.376,75.016,1
0.576,0.39,10,-7.202,1,0.0297,0.491,0,0.111,0.319,73.433,1
0.798,0.539,1,-6.351,1,0.0421,0.199,1.66E-05,0.165,0.394,136.949,1
0.551,0.801,6,-5.069,1,0.0303,0.013,6.03E-06,0.265,0.625,128.027,1
0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56E-05,0.153,0.608,116.073,1
0.649,0.718,0,-6.593,0,0.0261,0.143,0.0713,0.124,0.718,101.034,1
0.636,0.428,0,-6.512,1,0.0375,0.434,1.02E-05,0.0903,0.32,139.919,1
0.515,0.847,5,-2.951,1,0.039,0.00369,6.66E-05,0.293,0.645,168.104,1
0.612,0.848,6,-3.736,1,0.0368,0.00916,0,0.366,0.719,120.996,1
0.491,0.904,6,-4.324,1,0.0344,0.0985,0,0.183,0.588,150.007,1
0.766,0.709,9,-6.471,0,0.123,0.204,1.41E-05,0.126,0.506,128.07,1
0.872,0.391,0,-9.144,0,0.242,0.469,4.13E-06,0.297,0.437,134.021,1
0.813,0.528,6,-6.305,0,0.313,0.0715,0,0.125,0.131,79.532,1
0.734,0.57,7,-7.066,0,0.133,0.847,2.14E-05,0.112,0.689,129.953,1
0.804,0.66,10,-4.86,0,0.0726,0.0319,0,0.103,0.257,94.053,1
0.791,0.513,10,-6.568,0,0.269,0.0235,2.83E-05,0.101,0.481,76.997,1
0.766,0.606,9,-6.064,1,0.456,0.00266,0,0.166,0.352,160.223,1
0.746,0.251,11,-16.169,0,0.259,0.782,0.00203,0.106,0.18,139.999,1
0.266,0.642,7,-5.133,1,0.0694,0.424,0,0.0943,0.0371,75.022,1
0.902,0.673,4,-7.481,1,0.458,0.159,0,0.289,0.615,132.066,1
0.739,0.536,1,-6.501,1,0.0587,0.00368,0,0.0968,0.193,122.022,1
0.788,0.689,8,-7.211,1,0.13,0.0112,0,0.22,0.681,136.045,1
0.769,0.156,11,-10.7,0,0.035,0.585,0.015,0.102,0.527,105.95,1
0.747,0.606,4,-5.286,1,0.172,0.222,0,0.281,0.2,155.055,1
0.538,0.6,6,-5.463,1,0.0489,0.0273,0,0.147,0.26,81.888,1
0.555,0.746,2,-5.522,1,0.033,0.00825,0,0.0796,0.712,75.01,1
0.681,0.372,5,-8.237,1,0.0432,0.64,0,0.169,0.476,91.873,1
0.556,0.538,8,-5.408,0,0.0382,0.0689,0,0.196,0.291,143.95,1
0.936,0.523,5,-6.71,1,0.0597,0.239,0,0.117,0.699,119.889,1
0.613,0.764,2,-6.509,1,0.136,0.0527,0,0.197,0.417,160.015,1
0.675,0.751,0,-3.539,1,0.0296,0.0604,0,0.0893,0.612,118.384,1
0.671,0.617,10,-8.72,1,0.0561,0.401,0,0.119,0.62,147.986,1
0.928,0.355,8,-9.181,1,0.123,0.16,0.000329,0.094,0.0715,120.042,1
0.808,0.581,11,-5.43,1,0.07,0.0053,1.19E-05,0.0828,0.758,130.012,1
0.831,0.814,5,-5.18,1,0.474,0.391,0,0.109,0.846,161.041,1
0.563,0.887,1,-5.013,1,0.0857,0.0297,0,0.352,0.794,158.05,1
0.638,0.634,6,-6.474,1,0.0468,0.214,0,0.0866,0.473,92.097,1
0.598,0.775,1,-4.035,0,0.0545,0.022,0,0.0677,0.687,129.819,1
0.614,0.598,10,-6.335,0,0.0561,0.00543,0,0.1,0.565,105.803,1
0.582,0.568,1,-6.051,1,0.0297,0.196,0,0.0841,0.64,76.025,1
0.584,0.621,1,-5.703,1,0.0443,0.0715,1.68E-06,0.389,0.634,92.003,1
0.665,0.498,5,-8.185,1,0.0831,0.228,0,0.0757,0.127,81.967,1
0.638,0.441,2,-9.064,1,0.0347,0.0422,1.33E-05,0.107,0.473,76.078,1
0.845,0.561,1,-5.253,0,0.0778,0.211,3.49E-06,0.0383,0.811,109.974,1
0.662,0.714,5,-5.68,0,0.121,0.312,0,0.179,0.464,147.997,1
0.8,0.535,7,-6.684,1,0.135,0.0713,9.48E-06,0.213,0.451,92.027,1
0.88,0.428,9,-8.28,1,0.206,0.149,5.07E-05,0.114,0.333,100.007,1
0.664,0.667,4,-5.941,1,0.154,0.64,1.22E-06,0.0753,0.381,180.064,1
0.846,0.711,0,-7.939,1,0.061,0.496,0,0.247,0.883,120.013,1
0.443,0.533,0,-6.549,1,0.0396,0.371,0,0.128,0.201,77.342,1
0.634,0.668,5,-5.488,1,0.0291,0.14,0,0.216,0.635,80.989,1
0.734,0.751,1,-7.26,1,0.285,0.00529,0,0.183,0.56,161.997,1
0.66,0.775,2,-4.926,1,0.172,0.0553,0,0.129,0.635,157.036,1
0.821,0.434,10,-9.194,0,0.118,0.434,0,0.128,0.241,120.012,1
0.733,0.892,0,-3.641,1,0.0417,0.0376,0,0.137,0.675,95.989,1
0.635,0.324,6,-9.51,0,0.0769,0.165,4.18E-06,0.108,0.0741,117.863,1
0.725,0.437,6,-9.602,1,0.0575,0.593,0,0.0842,0.759,83.985,1
0.412,0.619,7,-6.39,1,0.0725,0.0868,2.55E-06,0.4,0.234,95.977,1
0.577,0.727,4,-5.848,1,0.0319,0.0547,0,0.0891,0.24,112.041,1
0.589,0.731,2,-6.343,1,0.0868,0.0534,0,0.308,0.191,87.908,1
0.885,0.641,1,-4.455,1,0.351,0.175,0,0.234,0.201,91.167,1
0.637,0.713,0,-4.333,1,0.0747,0.181,0.000637,0.137,0.243,129.923,1
0.658,0.736,9,-6.097,0,0.308,0.113,0,0.0978,0.804,143.966,1
0.496,0.632,7,-4.933,1,0.0282,0.257,1.07E-06,0.109,0.278,156.034,1
0.582,0.821,0,-4.861,1,0.0365,0.00754,2.10E-06,0.818,0.468,100.025,1
0.943,0.544,10,-6.292,0,0.0642,0.0336,0,0.0954,0.515,133.012,1
0.817,0.816,2,-5.402,1,0.269,0.00263,0,0.159,0.508,181.982,1
0.887,0.568,2,-5.853,1,0.323,0.00171,1.11E-05,0.0812,0.754,162.038,1
0.613,0.564,8,-7.085,1,0.0251,0.134,1.65E-06,0.0585,0.538,78.388,1
0.567,0.477,8,-8.781,0,0.0331,0.186,4.86E-05,0.111,0.321,85.019,1
0.417,0.824,11,-7.36,0,0.105,0.000239,0.0545,0.0725,0.4,157.92,1
0.735,0.677,2,-4.979,1,0.093,0.0762,2.17E-05,0.111,0.188,100.584,1
0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,1
0.745,0.579,1,-5.771,1,0.138,0.0354,0.0118,0.246,0.645,97.002,1
0.851,0.666,11,-5.334,0,0.0694,0.139,0,0.105,0.0585,134.068,1
0.936,0.585,0,-6.914,1,0.125,0.0142,0,0.132,0.242,124.991,1
0.375,0.574,7,-5.305,1,0.0315,0.143,0,0.11,0.406,132.025,1
0.655,0.603,8,-5.014,1,0.0555,0.0959,0,0.107,0.452,126.088,1
0.624,0.452,0,-8.206,1,0.0681,0.315,1.02E-05,0.311,0.724,199.775,1
0.783,0.84,1,-3.416,1,0.051,0.174,0,0.412,0.839,95.001,1
0.654,0.839,9,-5.076,0,0.443,0.00531,0,0.308,0.549,74.886,1
0.586,0.732,8,-6.171,1,0.0279,0.176,0,0.148,0.582,150.109,1
0.836,0.544,7,-5.975,1,0.0943,0.0403,0,0.0824,0.51,97.028,1
0.537,0.518,1,-5.987,1,0.188,0.118,0,0.146,0.427,132.527,1
0.488,0.637,10,-7.63,1,0.0401,0.265,0,0.106,0.23,88.865,1
0.491,0.907,7,-3.594,1,0.0481,0.0491,0,0.242,0.631,199.943,1
0.663,0.577,11,-7.518,0,0.0531,0.109,0,0.12,0.454,89.996,1
0.852,0.691,6,-5.175,0,0.139,0.0375,0,0.0517,0.658,61.115,1
0.793,0.554,11,-6.624,0,0.0451,0.00695,0,0.127,0.225,119.993,1
0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,1
0.827,0.658,6,-3.846,1,0.0517,0.0224,0,0.0417,0.523,115.016,1
0.876,0.519,11,-6.531,1,0.143,0.202,0,0.108,0.158,94.981,1
0.764,0.711,4,-3.818,0,0.288,0.175,0,0.105,0.774,90.076,1
0.824,0.584,10,-7.098,0,0.221,0.0718,0,0.106,0.219,139.965,1
0.752,0.505,9,-7.621,1,0.253,0.535,2.55E-06,0.104,0.419,91.97,1
0.856,0.652,1,-5.324,1,0.143,0.177,0,0.193,0.471,97.017,1
0.601,0.941,11,-3.622,1,0.0852,0.0188,0,0.526,0.702,111.041,1
0.769,0.482,10,-7.205,1,0.0502,0.192,0,0.0903,0.487,120.959,1
0.557,0.571,10,-8.106,1,0.0281,0.476,0.00114,0.101,0.392,80.981,1
0.684,0.683,6,-7.366,1,0.177,0.13,0,0.156,0.406,112.856,1
0.461,0.593,1,-4.954,1,0.0356,0.17,0,0.307,0.175,134.17,1
0.82,0.568,6,-8.23,0,0.411,0.0256,0,0.0952,0.535,152.279,1
0.56,0.678,10,-6.167,0,0.0581,0.61,1.42E-05,0.111,0.29,122.585,1
0.622,0.712,5,-7.321,1,0.066,0.0573,0,0.13,0.487,140.025,1
0.741,0.37,8,-8.437,0,0.324,0.24,0,0.118,0.13,116.06,1
0.404,0.564,11,-7.013,0,0.0344,0.915,0.00252,0.134,0.371,93.631,1
0.733,0.678,6,-7.771,1,0.438,0.121,0,0.344,0.841,175.985,1
0.448,0.826,2,-3.244,0,0.0319,0.00756,0,0.117,0.19,77.093,1
0.544,0.781,6,-6.16,0,0.0311,0.00585,0,0.191,0.527,144.075,1
0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,1
0.638,0.738,6,-4.976,0,0.0292,0.117,0.000384,0.689,0.657,97.021,1
0.863,0.657,7,-7.295,1,0.105,0.264,0.00619,0.0713,0.829,115.958,1
0.491,0.867,6,-2.313,0,0.103,0.167,0,0.458,0.602,167.965,1
0.589,0.57,1,-9.54,1,0.361,0.0456,1.51E-06,0.137,0.441,136.203,1
0.484,0.804,5,-5.889,1,0.0912,0.000837,9.29E-06,0.17,0.391,119.838,1
0.854,0.463,5,-6.159,1,0.137,0.117,0,0.354,0.549,120.024,1
0.586,0.909,8,-6.474,1,0.0705,0.0891,0.000109,0.119,0.757,93.394,1
0.699,0.713,9,-5.507,0,0.0594,0.04,3.11E-06,0.294,0.354,121.993,1
0.69,0.729,6,-5.08,0,0.372,0.276,5.08E-05,0.106,0.478,128.96,1
0.68,0.578,10,-5.804,1,0.04,0.331,0,0.135,0.341,145.038,1
0.599,0.571,2,-4.998,1,0.0665,0.198,0,0.0969,0.285,151.974,1
0.809,0.845,10,-5.843,0,0.352,0.224,0,0.638,0.67,90.015,1
0.791,0.862,9,-3.24,0,0.11,0.037,2.19E-05,0.0814,0.592,123.994,1
0.831,0.782,0,-6.274,1,0.15,0.21,0,0.113,0.199,141.869,1
0.934,0.505,11,-7.648,1,0.168,0.0229,0,0.0867,0.691,139.93,1
0.719,0.497,8,-7.661,1,0.681,0.115,0,0.0898,0.345,81.651,1
0.829,0.527,6,-6.644,0,0.367,0.482,0,0.631,0.473,116.078,1
0.552,0.402,11,-7.431,1,0.0262,0.676,0,0.0928,0.382,103.313,1
0.738,0.824,5,-5.165,0,0.0437,0.15,0,0.132,0.386,138.039,1
0.569,0.777,4,-4.041,0,0.0834,0.139,0,0.132,0.181,164.027,1
0.762,0.621,0,-6.24,1,0.0866,0.61,0,0.464,0.593,120.056,1
0.798,0.733,7,-4.811,0,0.0476,0.265,1.25E-06,0.114,0.861,146.046,1
0.632,0.804,7,-6.109,1,0.0503,0.101,0,0.17,0.35,92.456,1
0.917,0.679,6,-6.083,1,0.266,0.0867,0,0.588,0.453,102.449,1
0.652,0.591,11,-7.274,0,0.0418,0.145,5.65E-06,0.164,0.274,121.873,1
0.799,0.659,10,-5.593,0,0.272,0.00451,0,0.13,0.256,177.957,1
0.683,0.776,1,-3.251,0,0.341,0.15,0,0.227,0.223,173.996,1
0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,83.903,1
0.925,0.31,11,-6.531,0,0.291,0.123,0,0.0931,0.291,121.927,1
0.669,0.419,1,-6.724,0,0.522,0.376,0,0.187,0.0397,109.813,1
0.752,0.396,2,-7.932,1,0.411,0.867,0,0.0486,0.417,116.016,1
0.671,0.529,0,-7.226,1,0.307,0.0769,0.000335,0.0856,0.203,161.989,1
0.362,0.882,3,-3.717,1,0.0973,0.0791,0,0.15,0.864,199.811,1
0.603,0.866,6,-3.541,1,0.0443,0.0819,0,0.0521,0.543,94.057,1
0.534,0.784,8,-3.59,1,0.0339,0.205,0.00579,0.106,0.6,92.147,1
0.718,0.767,9,-5.641,1,0.166,0.138,0,0.114,0.519,160.084,1
0.596,0.854,7,-5.114,0,0.463,0.0169,0,0.124,0.152,120.274,1
0.912,0.412,7,-8.074,1,0.124,0.0164,0.013,0.104,0.422,154.983,1
0.835,0.626,1,-5.833,1,0.125,0.0589,6.00E-05,0.396,0.35,91.03,1
0.413,0.677,1,-5.12,1,0.255,0.0249,0,0.0793,0.0845,172.501,1
0.755,0.575,4,-8.393,0,0.0678,0.0456,0.00124,0.276,0.49,85.987,1
0.758,0.474,1,-8.72,1,0.146,0.015,0,0.116,0.0541,76.062,1
0.761,0.598,10,-7.249,0,0.182,0.128,0,0.0839,0.447,173.897,1
0.529,0.69,2,-7.87,1,0.74,0.161,0,0.498,0.311,170.54,1
0.487,0.849,1,-5.432,1,0.246,0.0481,0,0.143,0.52,152.093,1
0.775,0.482,1,-11.269,1,0.0357,0.477,0.0456,0.11,0.134,136.016,1
0.888,0.372,7,-10.254,0,0.358,0.013,0,0.184,0.123,133.998,1
0.698,0.547,1,-7.607,1,0.315,0.727,0,0.159,0.548,83.801,1
0.85,0.473,10,-5.747,0,0.209,0.117,0.0105,0.108,0.38,85.454,1
0.686,0.215,9,-13.54,0,0.0387,0.85,0.000123,0.106,0.273,91.998,1
0.698,0.783,2,-6.503,1,0.266,0.016,0,0.176,0.378,160.034,1
0.657,0.571,2,-12.519,1,0.14,0.106,0.00121,0.0735,0.626,167.961,1
0.5,0.448,0,-10.977,1,0.442,0.422,8.03E-06,0.115,0.104,144.204,1
0.558,0.415,10,-7.355,0,0.358,0.406,0,0.36,0.317,127.096,1
0.687,0.845,7,-4.37,1,0.0576,0.1,0,0.0452,0.809,87.972,1
0.57,0.684,6,-7.054,1,0.0465,0.136,0,0.205,0.531,89.012,1
0.471,0.897,9,-2.27,1,0.0597,0.193,0,0.196,0.719,159.958,1
0.374,0.742,6,-3.36,1,0.0432,0.00517,0,0.11,0.21,139.953,1
0.758,0.867,11,-5.087,1,0.0475,0.152,0,0.308,0.964,102.018,1
0.699,0.304,1,-11.192,1,0.0993,0.779,0.000993,0.137,0.271,119.705,1
0.353,0.755,1,-6.276,0,0.733,0.0822,0,0.39,0.437,191.153,1
0.602,0.658,1,-5.934,1,0.0558,0.0233,6.00E-05,0.237,0.268,145.031,1
0.704,0.611,2,-6.112,1,0.0409,0.217,0,0.0812,0.22,100,1
0.56,0.68,6,-7.648,0,0.321,0.555,0,0.116,0.319,89.391,1
0.746,0.825,1,-4.666,1,0.169,0.0142,0.0107,0.121,0.584,152.914,1
0.597,0.721,9,-6.422,1,0.0356,0.0362,0,0.0832,0.437,132.054,1
0.486,0.632,5,-6.89,1,0.0344,0.682,0,0.0869,0.0791,147.892,1
0.76,0.579,0,-7.374,1,0.0569,0.0129,0.00351,0.106,0.125,100.01,1
0.507,0.372,1,-8.433,1,0.0303,0.481,0,0.271,0.257,86.422,1
0.6,0.688,5,-8.339,0,0.201,0.159,1.29E-05,0.409,0.0793,99.977,1
0.513,0.661,5,-6.419,1,0.24,0.161,0,0.246,0.179,94.791,1
0.711,0.796,10,-5.87,1,0.0341,0.0716,0.0045,0.262,0.901,109.991,1
0.544,0.854,4,-4.968,0,0.0289,0.00245,1.20E-06,0.249,0.436,91.966,1
0.499,0.797,2,-3.77,1,0.0554,0.199,0,0.0933,0.408,176.024,1
0.939,0.551,1,-9.126,1,0.291,0.0311,0,0.192,0.42,118.552,1
0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,1
0.78,0.808,2,-5.175,1,0.484,0.112,0,0.329,0.642,79.982,1
0.809,0.737,1,-5.186,1,0.108,0.0441,0,0.341,0.367,80.025,1
0.477,0.61,11,-5.628,0,0.144,0.225,0,0.107,0.358,79.882,1
0.907,0.64,6,-6.542,1,0.354,0.261,0,0.0785,0.803,120.995,1
0.749,0.794,0,-5.063,1,0.064,0.0193,0,0.543,0.46,135.959,1
0.758,0.574,11,-6.889,0,0.0572,0.46,0.00272,0.102,0.261,151.985,1
0.554,0.596,7,-8.214,1,0.13,0.162,0.00482,0.0805,0.255,165.728,1
0.568,0.656,8,-5.413,1,0.0433,0.0211,1.37E-05,0.213,0.364,100.049,1
0.487,0.789,8,-3.69,1,0.044,0.00947,4.05E-06,0.189,0.0564,150.007,1
0.855,0.787,8,-4.134,0,0.334,0.313,0,0.194,0.702,88.003,1
0.533,0.907,11,-3.793,1,0.0406,0.0292,0,0.386,0.7,150.99,1
0.455,0.897,9,-4.879,1,0.0403,0.0183,0,0.174,0.728,160.139,1
0.729,0.625,4,-5.266,1,0.0315,0.194,0.00986,0.248,0.261,146.034,1
0.579,0.904,5,-2.729,1,0.0618,0.193,0,0.064,0.681,82.014,1
0.785,0.554,0,-6.571,1,0.0409,0.283,3.40E-06,0.116,0.144,128.047,1
0.665,0.651,1,-5.515,1,0.156,0.0414,0,0.0896,0.237,163.935,1
0.485,0.306,0,-8.431,1,0.0409,0.794,0,0.122,0.224,203.729,1
0.434,0.831,8,-4.774,1,0.0453,0.0651,0,0.119,0.596,156.034,1
