Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Hit
0.402,0.675,6,-5.761,0,0.0329,0.0278,0.00552,0.0811,0.321,150.11,1
0.587,0.943,0,-3.277,1,0.0346,0.157,0,0.248,0.747,103.013,1
0.731,0.927,11,-5.663,0,0.0408,0.015,0,0.103,0.669,143.987,1
0.727,0.676,7,-4.556,1,0.25,0.304,0,0.5,0.391,163.021,1
0.602,0.785,7,-6.129,1,0.0578,0.245,0,0.19,0.565,84.038,1
0.743,0.766,0,-6.375,1,0.0265,0.0873,0,0.509,0.61,127.96,1
0.493,0.808,5,-3.365,0,0.0362,0.000235,0,0.0983,0.38,117.971,1
0.555,0.924,7,-4.93,1,0.0604,0.0159,0,0.075,0.865,87.606,1
0.623,0.389,1,-7.816,1,0.241,0.155,0,0.163,0.489,79.454,1
0.713,0.887,8,-4.564,1,0.0322,0.0387,1.79E-05,0.273,0.88,112.016,1
0.583,0.859,7,-4.009,1,0.0389,0.0183,0,0.0928,0.772,97.998,1
0.457,0.754,11,-4.022,1,0.0494,0.237,0,0.159,0.391,173.978,1
0.849,0.59,0,-8.367,1,0.428,0.000545,0,0.343,0.656,180.026,1
0.395,0.774,1,-3.169,1,0.0408,0.00843,0,0.0836,0.736,183.983,1
0.593,0.601,6,-5.996,1,0.029,0.122,5.69E-06,0.181,0.531,131.929,1
0.623,0.59,4,-5.014,1,0.028,0.646,0,0.295,0.579,137.071,1
0.23,0.492,8,-5.767,1,0.0317,0.568,8.18E-06,0.176,0.262,160.139,1
0.428,0.44,1,-6.48,1,0.0241,0.63,0.000862,0.116,0.265,78.463,1
0.57,0.798,9,-4.92,1,0.0323,0.102,0.000128,0.178,0.671,103.303,1
0.602,0.894,4,-3.975,1,0.032,0.00154,0,0.433,0.643,125.988,1
0.742,0.468,10,-5.557,0,0.0625,0.0465,0,0.826,0.369,86.443,1
0.44,0.976,10,-3.17,1,0.141,0.00177,3.39E-06,0.16,0.412,150.005,1
0.268,0.742,5,-4.939,1,0.0355,0.0518,0,0.626,0.416,159.779,1
0.644,0.834,4,-6.473,1,0.0275,0.156,0,0.112,0.593,117.043,1
0.851,0.629,1,-8.385,1,0.175,0.00705,0.000372,0.0746,0.789,125.984,1
0.875,0.843,6,-3.292,0,0.246,0.0299,0,0.0552,0.586,136.974,1
0.569,0.869,3,-5.432,0,0.217,0.0342,0,0.0718,0.492,86.62,1
0.522,0.964,11,-2.645,0,0.095,0.00109,0.000389,0.0387,0.51,170.944,1
0.715,0.978,0,-3.555,1,0.0747,0.048,0.000135,0.098,0.789,106.009,1
0.333,0.524,10,-6.788,1,0.0301,0.194,0,0.124,0.438,73.393,1
0.582,0.908,7,-5.641,1,0.0481,0.000406,0.0012,0.371,0.577,116.986,1
0.328,0.939,2,-1.654,0,0.0423,4.93E-05,0.0065,0.337,0.329,185.971,1
0.691,0.853,1,-2.528,0,0.0372,0.0631,7.13E-05,0.082,0.762,145.999,1
0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,1
0.865,0.69,7,-7.448,1,0.0444,0.289,0.0138,0.225,0.868,121.983,1
0.615,0.711,11,-5.507,1,0.0779,0.0444,0,0.145,0.711,144.036,1
0.8,0.759,11,-5.398,1,0.0378,0.655,0,0.0897,0.821,129.979,1
0.519,0.907,9,-2.681,1,0.0665,0.0829,1.57E-06,0.325,0.794,174.085,1
0.642,0.87,7,-4.096,1,0.11,0.00205,0,0.129,0.73,119.987,1
0.66,0.361,6,-10.418,1,0.089,0.438,0,0.39,0.604,148.073,1
0.566,0.429,2,-9.478,1,0.0286,0.457,3.38E-05,0.173,0.325,147.957,1
0.76,0.694,0,-5.856,1,0.0458,0.0195,0,0.29,0.9,127.009,1
0.587,0.622,4,-5.535,1,0.0303,0.0927,0.000636,0.2,0.231,107.943,1
0.642,0.722,4,-4.845,0,0.167,0.293,0,0.337,0.513,127.959,1
0.639,0.678,7,-5.02,1,0.0278,0.44,1.45E-06,0.221,0.531,106.966,1
0.516,0.86,7,-5.856,1,0.0319,0.0327,0.000131,0.162,0.43,141.702,1
0.641,0.601,0,-8.51,1,0.0337,0.508,9.33E-06,0.121,0.553,104.984,1
0.629,0.174,6,-9.697,1,0.141,0.616,0,0.118,0.305,134.297,1
0.532,0.596,2,-6.512,1,0.0282,0.0224,0,0.134,0.418,85.944,1
0.533,0.955,8,-3.708,1,0.0653,0.000165,1.36E-05,0.38,0.55,107.984,1
0.513,0.661,3,-6.8,1,0.0439,0.0274,0,0.118,0.461,180.118,1
0.706,0.751,9,-6.323,1,0.0708,0.173,0,0.168,0.195,91.031,1
0.581,0.691,9,-5.33,1,0.0333,0.257,0,0.11,0.299,137.985,1
0.675,0.678,5,-7.151,0,0.0625,0.202,1.49E-06,0.144,0.474,119.986,1
0.515,0.934,11,-5.079,0,0.0371,7.94E-05,0.0047,0.327,0.894,152.24,1
0.55,0.373,4,-6.31,1,0.0286,0.717,0,0.096,0.101,101.84,1
0.578,0.897,0,-3.906,1,0.0357,0.000666,0,0.0924,0.737,115.491,1
0.634,0.827,2,-3.687,1,0.0393,0.00104,0,0.326,0.739,83.994,1
0.84,0.628,8,-6.133,1,0.0508,0.0432,0,0.0868,0.496,122.016,1
0.58,0.898,0,-3.517,1,0.0832,0.000146,7.87E-06,0.359,0.805,140.016,1
0.697,0.709,5,-1.917,0,0.0455,0.0452,0,0.138,0.787,134.91,1
0.58,0.75,4,-4.421,1,0.194,0.159,0,0.274,0.728,86.938,1
0.798,0.629,11,-6.857,0,0.0735,0.00474,2.17E-05,0.324,0.4,130,1
0.597,0.82,5,-2.529,1,0.0582,0.0328,0,0.119,0.576,119.969,1
0.242,0.91,9,-5.19,1,0.113,0.0679,3.38E-06,0.137,0.253,193.886,1
0.529,0.948,0,-3.527,1,0.0474,0.258,9.35E-06,0.283,0.65,146.024,1
0.607,0.807,0,-6.548,0,0.126,0.0067,1.18E-06,0.251,0.565,128.046,1
0.792,0.865,11,-3.04,0,0.0337,0.00503,1.64E-06,0.0375,0.833,103.935,1
0.591,0.42,6,-6.399,1,0.0334,0.122,1.18E-06,0.168,0.318,79.957,1
0.602,0.905,2,-4.046,1,0.0775,0.000202,0.064,0.117,0.411,128.019,1
0.637,0.701,0,-5.018,1,0.0412,0.0625,0,0.175,0.466,161.476,1
0.673,0.886,1,-4.44,0,0.0431,0.185,0,0.0826,0.795,97.012,1
0.426,0.792,9,-4.709,1,0.0374,0.000495,5.10E-06,0.142,0.557,161.994,1
0.387,0.804,9,-2.601,1,0.0372,0.0917,1.98E-05,0.171,0.428,163.853,1
0.599,0.61,1,-5.745,1,0.0232,0.104,4.83E-05,0.115,0.359,95.979,1
0.587,0.732,8,-3.851,1,0.0296,0.098,0,0.0917,0.453,97.031,1
0.426,0.917,0,-2.968,1,0.103,0.119,0,0.153,0.506,175.716,1
0.661,0.67,11,-7.645,0,0.258,0.0873,2.01E-06,0.0794,0.661,148.02,1
0.44,0.844,10,-3.315,1,0.0461,3.28E-06,0.0514,0.723,0.304,113.989,1
0.696,0.921,0,-3.755,1,0.0363,0.00314,5.24E-05,0.0842,0.714,119.001,1
0.48,0.486,6,-5.754,0,0.0447,0.046,0,0.107,0.265,80.051,1
0.619,0.827,0,-4.665,0,0.0852,0.0045,0.0134,0.0283,0.354,190.031,1
0.385,0.545,1,-6,1,0.0318,0.476,0,0.112,0.546,152.525,1
0.802,0.556,1,-5.395,1,0.0418,0.0339,0,0.0958,0.158,120.047,1
0.35,0.777,10,-4.33,1,0.0336,0.0499,0.000742,0.413,0.419,185.04,1
0.63,0.877,9,-4.106,1,0.0321,0.0446,0,0.113,0.758,112.051,1
0.449,0.956,9,-4.011,0,0.0398,0.000347,0,0.325,0.321,97.011,1
0.5,0.847,11,-4.222,1,0.0417,0.00125,0,0.0875,0.716,125.964,1
0.589,0.893,0,-2.948,1,0.0397,0.0273,0,0.343,0.94,92.011,1
0.584,0.509,2,-13.109,1,0.0287,0.267,0.00252,0.36,0.367,90.457,1
0.581,0.681,7,-4.469,1,0.0435,0.0472,0,0.104,0.634,176.034,1
0.475,0.718,0,-5.638,1,0.034,0.0373,0,0.326,0.453,157.722,1
0.715,0.809,9,-5.598,1,0.205,0.0607,0,0.352,0.636,76.493,1
0.645,0.843,0,-4.072,1,0.0475,0.104,0,0.249,0.534,92.357,1
0.654,0.872,1,-3.824,1,0.11,0.0411,0,0.0808,0.612,130.023,1
0.618,0.687,2,-5.737,1,0.0271,0.111,0,0.0693,0.82,79.991,1
0.544,0.802,4,-4.152,1,0.0282,0.00155,7.34E-05,0.122,0.59,130.022,1
0.677,0.776,5,-5.933,1,0.0386,0.42,0.000689,0.0954,0.642,121.834,1
0.646,0.649,2,-6.386,1,0.031,0.242,0.00597,0.118,0.591,109.987,1
0.784,0.498,1,-6.977,1,0.0533,0.00248,1.23E-06,0.224,0.418,143.96,1
0.531,0.574,10,-6.693,0,0.113,0.114,0.0308,0.256,0.272,115.68,1
0.618,0.764,8,-4.375,1,0.0411,0.228,0,0.0972,0.479,107.452,1
0.619,0.917,5,-2.582,1,0.0507,0.0233,1.21E-05,0.0986,0.552,131.002,1
0.496,0.82,5,-5.155,1,0.112,0.158,0.246,0.13,0.549,110.977,1
0.41,0.743,5,-6.356,0,0.0591,0.0416,0,0.113,0.417,176.048,1
0.762,0.748,0,-4.15,0,0.033,0.0266,0,0.348,0.851,110.009,1
0.396,0.796,5,-3.253,1,0.0357,0.0597,0,0.407,0.362,154.037,1
0.599,0.565,11,-4.663,0,0.0334,0.0663,0,0.207,0.576,82.251,1
0.234,0.745,7,-6.017,1,0.0524,0.175,0,0.295,0.41,93.825,1
0.404,0.723,6,-5.26,1,0.0571,0.0661,1.91E-06,0.233,0.225,160.048,1
0.293,0.816,8,-5.432,1,0.0844,0.0401,2.95E-05,0.13,0.148,164.982,1
0.591,0.831,0,-5.647,1,0.0415,0.0605,4.67E-05,0.19,0.705,144.084,1
0.63,0.757,5,-6.005,1,0.0254,0.00716,0,0.348,0.65,106.885,1
0.487,0.938,4,-5.466,1,0.0533,0.0721,2.63E-05,0.522,0.733,157.795,1
0.51,0.398,8,-7.685,0,0.0284,0.362,0.00139,0.112,0.261,156.08,1
0.63,0.698,10,-4.51,1,0.0244,0.173,0,0.0789,0.529,94.023,1
0.32,0.782,8,-7.37,1,0.374,0.00203,0.000851,0.39,0.527,78.05,1
0.543,0.919,1,-4.831,0,0.0415,0.000449,0,0.243,0.498,125.022,1
0.561,0.956,9,-3.331,1,0.0799,0.279,6.83E-06,0.0801,0.78,158.621,1
0.902,0.623,6,-6.647,1,0.0967,0.0626,0,0.0654,0.725,120.05,1
0.597,0.517,0,-6.963,1,0.365,0.179,0,0.307,0.412,92.035,1
0.605,0.902,10,-5.406,0,0.0511,0.0185,1.01E-06,0.0534,0.875,132.612,1
0.44,0.683,11,-4.732,0,0.0489,0.00706,0,0.0593,0.445,185.948,1
0.624,0.554,2,-8.113,1,0.0225,0.191,0.00131,0.299,0.311,97.031,1
0.923,0.742,1,-4.319,1,0.0349,0.00633,3.45E-05,0.049,0.747,110.013,1
0.702,0.53,3,-4.384,1,0.0296,0.679,0,0.241,0.319,112.036,1
0.416,0.354,0,-6.357,1,0.0263,0.731,1.00E-06,0.0925,0.181,80.767,1
0.639,0.905,11,-3.044,1,0.0409,0.00876,1.54E-06,0.364,0.792,127.972,1
0.555,0.713,11,-4.549,1,0.0911,0.0845,0,0.712,0.725,79.934,1
0.64,0.6,11,-8.534,1,0.0318,0.0795,1.50E-06,0.106,0.593,84.969,1
0.511,0.255,5,-12.036,1,0.0283,0.897,0.000219,0.0994,0.296,99.901,1
0.485,0.717,7,-4.54,1,0.0321,0.0284,5.63E-06,0.14,0.356,158.047,1
0.55,0.402,3,-7.195,1,0.0339,0.551,1.38E-05,0.105,0.428,76.105,1
0.775,0.572,0,-8.427,0,0.0632,0.0117,0.0291,0.0847,0.64,90.023,1
0.588,0.684,1,-5.154,1,0.0288,0.508,0,0.141,0.121,85.997,1
0.57,0.629,9,-7.608,0,0.0331,0.593,0.000136,0.77,0.308,127.907,1
0.473,0.348,0,-11.1,1,0.0288,0.721,7.42E-05,0.0823,0.283,107.819,1
0.741,0.658,7,-7.758,1,0.0853,0.643,3.43E-06,0.307,0.746,142.057,1
0.645,0.77,10,-6.871,0,0.0375,0.0473,0.00345,0.108,0.67,165.033,1
0.563,0.75,11,-4.496,1,0.127,0.113,0,0.0788,0.812,173.906,1
0.35,0.845,7,-5.614,1,0.2,0.0107,0,0.123,0.45,99.643,1
0.308,0.529,7,-5.319,0,0.0874,0.479,0,0.441,0.485,80.794,1
0.459,0.545,6,-4.874,1,0.0282,0.142,0,0.105,0.194,137.941,1
0.663,0.693,7,-5.776,0,0.0635,0.0379,0,0.162,0.391,120.026,1
0.73,0.728,11,-3.113,1,0.0291,0.197,0,0.197,0.68,130.061,1
0.442,0.83,9,-4.02,1,0.146,0.128,0,0.129,0.578,89.338,1
0.473,0.799,3,-4.798,1,0.0483,0.0738,0,0.121,0.506,155.892,1
0.536,0.824,0,-4.403,1,0.0767,0.0458,0.000199,0.174,0.172,119.004,1
0.5,0.9,2,-3.577,1,0.117,0.205,0.000251,0.694,0.675,162.249,1
0.682,0.513,1,-6.312,0,0.396,0.0128,0,0.212,0.338,130.085,1
0.674,0.882,3,-2.771,0,0.0477,0.000441,6.47E-05,0.068,0.682,123.016,1
0.489,0.498,7,-5.055,1,0.0259,0.635,1.91E-06,0.0915,0.248,141.883,1
0.637,0.89,0,-3.877,1,0.0312,0.0832,1.90E-06,0.0892,0.928,123.002,1
0.497,0.932,8,-5.029,1,0.0527,0.0678,2.50E-06,0.116,0.774,157.884,1
0.511,0.781,9,-4.681,1,0.0479,0.0719,0,0.265,0.512,159.953,1
0.346,0.61,0,-5.818,1,0.15,0.198,0,0.117,0.235,68.552,1
0.543,0.808,10,-5.484,1,0.0407,7.19E-05,0.00336,0.114,0.472,95.19,1
0.622,0.593,8,-6.779,0,0.0363,0.00611,2.17E-05,0.263,0.374,75.025,1
0.348,0.717,4,-5.634,1,0.0882,0.311,0,0.0786,0.28,66.21,1
0.582,0.529,11,-7.637,1,0.0248,0.00961,0.000554,0.113,0.567,166.134,1
0.781,0.571,2,-5.999,1,0.0315,0.365,0.00044,0.0787,0.863,107.07,1
0.478,0.933,0,-5.814,1,0.353,0.54,0,0.923,0.442,98.949,1
0.652,0.605,8,-7.371,1,0.0393,0.00481,0,0.0605,0.394,126.091,1
0.515,0.3,5,-8.005,1,0.0289,0.575,8.46E-06,0.115,0.206,81.12,1
0.4,0.635,10,-5.787,1,0.0436,0.612,0,0.149,0.395,139.649,1
0.622,0.932,11,-4.66,0,0.0498,0.105,2.37E-06,0.328,0.519,108.051,1
0.482,0.627,2,-7.561,1,0.116,0.00827,0,0.701,0.293,157.58,1
0.507,0.875,7,-7.697,1,0.0389,0.00257,0,0.346,0.647,160.079,1
0.572,0.673,6,-5.565,1,0.042,0.0596,0,0.0887,0.573,106.024,1
0.624,0.86,0,-3.129,0,0.043,0.0119,0,0.0598,0.521,110.018,1
0.595,0.507,7,-7.892,1,0.0618,0.732,1.97E-05,0.106,0.337,86.099,1
0.506,0.639,3,-5.222,1,0.0285,0.171,0,0.315,0.385,144.073,1
0.635,0.758,7,-5.772,1,0.0243,0.00643,0,0.229,0.322,113.002,1
0.643,0.535,0,-6.795,0,0.0941,0.648,0.00213,0.0766,0.564,82.193,1
0.855,0.954,0,-1.19,0,0.264,0.529,0,0.205,0.668,114.635,1
0.627,0.614,6,-6.006,0,0.17,0.0211,0,0.0286,0.758,96.038,1
0.715,0.907,7,-6.025,0,0.0993,0.0172,8.39E-05,0.426,0.841,124.992,1
0.757,0.812,7,-5.178,1,0.0395,0.00137,0.018,0.563,0.542,120.015,1
0.599,0.624,8,-3.631,1,0.0343,0.385,0,0.125,0.539,90.034,1
0.331,0.714,7,-5.634,0,0.0834,0.129,0,0.318,0.268,151.097,1
0.768,0.82,7,-4.63,0,0.0475,0.179,0,0.704,0.625,129.969,1
0.562,0.825,5,-5.794,1,0.0269,0.00493,0.000629,0.57,0.694,97.54,1
0.879,0.567,7,-6.509,1,0.0586,0.184,0,0.622,0.948,112.472,1
0.43,0.841,6,-2.99,1,0.037,0.13,0,0.0517,0.489,180.977,1
0.763,0.758,6,-5.106,1,0.0576,0.64,0,0.0706,0.515,92.727,1
0.789,0.698,0,-5.837,1,0.0467,0.0236,0,0.0959,0.416,123.849,1
0.538,0.461,10,-5.676,1,0.0279,0.353,0,0.118,0.299,127.107,1
0.476,0.84,2,-2.259,1,0.058,0.11,0,0.046,0.648,156.254,1
0.535,0.725,10,-5.108,1,0.0275,0.0203,1.45E-05,0.176,0.292,78.489,1
0.412,0.54,4,-5.788,1,0.0289,0.144,0,0.111,0.0998,129.891,1
0.498,0.352,0,-9.495,1,0.0297,0.842,0,0.122,0.472,166.028,1
0.754,0.804,4,-3.177,1,0.0853,0.00332,0,0.0329,0.818,119.968,1
0.463,0.839,9,-3.084,1,0.0361,0.00416,0,0.442,0.614,145.929,1
0.422,0.933,2,-2.439,1,0.196,0.0654,0,0.382,0.854,175.99,1
0.708,0.771,5,-6.99,0,0.131,0.209,5.32E-06,0.277,0.494,128.013,1
0.29,0.524,4,-6.667,1,0.0286,0.225,0,0.176,0.433,199.459,1
0.846,0.438,11,-4.981,1,0.141,0.2,9.43E-05,0.0939,0.512,85.013,1
0.769,0.678,5,-3.725,1,0.0315,0.427,8.04E-06,0.0939,0.581,106.951,1
0.452,0.563,4,-6.607,1,0.0272,0.144,0,0.143,0.209,137.715,1
0.554,0.805,4,-3.128,1,0.0597,0.0279,0,0.359,0.697,98.981,1
0.667,0.878,10,-4.797,1,0.0445,0.13,0,0.16,0.816,107.024,1
0.681,0.593,5,-9.327,1,0.0251,0.435,0.000117,0.106,0.731,115.058,1
0.628,0.917,6,-3.489,1,0.144,0.0108,2.25E-06,0.306,0.638,94.988,1
0.69,0.621,8,-3.583,1,0.06,0.321,2.81E-05,0.0884,0.497,66.858,1
0.482,0.833,5,-5.611,1,0.0449,0.000346,0,0.365,0.74,148.039,1
0.516,0.764,2,-6.223,1,0.0366,0.0717,0,0.115,0.376,148.021,1
0.457,0.895,1,-5.987,1,0.0722,0.00112,0,0.523,0.236,139.923,1
0.543,0.915,0,-4.746,0,0.113,0.0162,0,0.744,0.577,153.998,1
0.349,0.348,3,-6.142,1,0.0316,0.726,0,0.12,0.0886,74.541,1
0.676,0.762,1,-4.172,1,0.0351,0.461,0,0.0574,0.81,119.003,1
0.632,0.926,4,-3.463,1,0.0322,0.047,0.000169,0.116,0.889,112.058,1
0.648,0.908,4,-4.251,0,0.108,0.0113,0,0.374,0.793,131.147,1
0.674,0.943,0,-3.413,1,0.0408,0.0159,0,0.504,0.856,118.06,1
0.353,0.532,6,-5.318,1,0.0306,0.153,0,0.124,0.282,149.71,1
0.546,0.776,1,-7.359,1,0.0352,0.403,0.00633,0.193,0.888,169.847,1
0.606,0.497,4,-6.611,1,0.0277,0.348,0,0.275,0.362,130.739,1
0.74,0.81,8,-5.231,1,0.0755,0.0266,2.40E-05,0.0433,0.436,129.972,1
0.628,0.823,8,-6.531,0,0.028,0.495,2.80E-05,0.0768,0.41,111.609,1
0.624,0.757,7,-2.94,1,0.0296,0.00265,1.87E-06,0.189,0.658,121.07,1
0.639,0.907,7,-4.749,0,0.189,0.0444,0,0.114,0.699,120.954,1
0.719,0.804,10,-4.581,1,0.0355,0.0132,3.02E-06,0.139,0.605,119.999,1
0.503,0.648,7,-6.243,1,0.027,0.227,0.00124,0.378,0.39,147.942,1
0.637,0.843,5,-5.413,1,0.0432,0.0151,0,0.0876,0.434,109.012,1
0.702,0.795,1,-4.764,1,0.0568,0.329,0,0.0505,0.836,83.961,1
0.56,0.925,0,-5.48,1,0.0362,0.0372,0,0.104,0.178,135.009,1
0.792,0.808,5,-4.156,1,0.0963,0.335,0,0.269,0.709,92.064,1
0.402,0.479,8,-7.75,1,0.0916,0.881,2.75E-06,0.111,0.257,183.013,1
0.516,0.745,9,-5.674,1,0.0381,0.138,0,0.114,0.77,177.781,1
0.616,0.741,7,-4.155,1,0.131,0.143,0,0.347,0.593,193.069,1
0.709,0.654,5,-7.753,1,0.0267,0.106,0,0.277,0.488,119.989,1
0.514,0.628,4,-5.661,0,0.0451,0.546,0,0.161,0.422,129.539,1
0.43,0.703,10,-5.52,1,0.0342,0.0465,0,0.0809,0.328,149.873,1
0.609,0.629,10,-5.024,1,0.0264,0.425,0,0.0978,0.325,99.955,1
0.41,0.9,0,-4.249,0,0.0656,0.0167,1.09E-05,0.339,0.558,176.962,1
0.612,0.765,2,-4.915,1,0.0404,0.122,0,0.103,0.553,122.021,1
0.697,0.775,10,-4.106,1,0.0636,0.139,0,0.0737,0.822,90.015,1
0.8,0.536,7,-9.533,1,0.0893,0.127,0,0.106,0.247,95.03,1
0.724,0.872,8,-2.706,0,0.14,0.082,0,0.316,0.783,95.09,1
0.517,0.481,5,-8.273,1,0.0272,0.0293,1.79E-05,0.0903,0.461,138.51,1
0.492,0.383,11,-7.735,0,0.0277,0.752,0.000413,0.119,0.248,132.1,1
0.389,0.695,8,-2.4,1,0.0348,0.0818,0,0.0698,0.778,167.968,1
0.663,0.83,7,-4.584,1,0.039,0.246,1.41E-06,0.285,0.866,98.022,1
0.389,0.72,2,-5.465,1,0.0308,0.057,0,0.183,0.51,147.94,1
0.545,0.522,2,-9.241,1,0.0341,0.422,0,0.119,0.446,164.869,1
0.786,0.716,11,-4.253,0,0.0409,0.102,1.72E-05,0.0557,0.595,125.921,1
0.709,0.599,7,-3.734,1,0.0304,0.095,0,0.0973,0.735,118.975,1
0.484,0.261,7,-10.951,1,0.0267,0.664,1.09E-05,0.17,0.215,78.015,1
0.819,0.82,0,-8.028,1,0.0593,0.000716,0.132,0.0955,0.872,124.974,1
0.572,0.885,0,-5.6,1,0.0866,0.288,0,0.0936,0.535,150.072,1
0.7,0.709,7,-5.006,1,0.0839,0.0048,0,0.0289,0.625,122.019,1
0.345,0.127,10,-14.331,0,0.04,0.952,1.55E-05,0.0921,0.174,72.73,1
0.381,0.68,1,-4.724,1,0.162,0.0876,0.00147,0.168,0.167,162.246,1
0.738,0.804,11,-3.851,1,0.0621,0.332,0,0.279,0.949,174.943,1
0.603,0.859,11,-3.772,1,0.0416,0.026,0,0.224,0.702,123.074,1
0.706,0.558,2,-7.237,0,0.0593,0.146,0,0.118,0.227,110.443,1
0.531,0.549,8,-7.895,1,0.0378,0.363,0,0.118,0.681,171.781,1
0.363,0.71,2,-3.08,1,0.0308,0.216,0,0.121,0.383,170.113,1
0.668,0.749,1,-6.695,0,0.0331,0.0234,0.000298,0.0697,0.128,127.113,1
0.487,0.961,4,-4.139,1,0.132,0.0415,1.15E-06,0.553,0.323,170.005,1
0.77,0.641,10,-6.077,0,0.035,0.0206,0.00023,0.106,0.639,96.98,1
0.629,0.806,2,-5.264,0,0.0442,0.0102,1.72E-05,0.112,0.409,119.966,1
0.744,0.474,8,-12.81,1,0.112,0.214,0,0.231,0.745,119.999,1
0.638,0.826,8,-4.968,1,0.0479,0.139,0,0.0803,0.649,124.072,1
0.552,0.98,9,-4.676,0,0.254,0.00159,0.00552,0.438,0.668,162.961,1
0.56,0.869,3,-3.804,1,0.0387,0.024,2.94E-06,0.136,0.519,136.001,1
0.684,0.834,2,-4.524,0,0.0675,0.0646,0,0.271,0.538,164.02,1
0.705,0.882,11,-3.201,0,0.0445,0.000369,1.16E-06,0.0934,0.7,130,1
0.798,0.895,5,-7.811,1,0.216,0.177,0,0.358,0.784,127.967,1
0.68,0.849,1,-6.475,0,0.0376,0.0862,0.00013,0.174,0.536,111.969,1
0.527,0.796,1,-5.111,0,0.062,0.017,0,0.0798,0.534,155.99,1
0.605,0.787,5,-3.002,1,0.0308,0.0396,1.42E-06,0.163,0.374,114.987,1
0.621,0.78,2,-8.502,1,0.0333,0.0174,0,0.0681,0.822,134.022,1
0.492,0.81,7,-5.315,1,0.0847,0.0416,0.00379,0.117,0.245,149.954,1
0.581,0.888,0,-3.198,1,0.0587,0.0018,0,0.413,0.629,120.041,1
0.552,0.788,0,-4.112,1,0.0525,0.38,0,0.15,0.641,76.528,1
0.502,0.87,4,-5.06,1,0.0546,0.0688,0.000386,0.126,0.545,160.006,1
0.498,0.916,8,-3.728,1,0.0662,0.052,1.31E-06,0.0734,0.352,115.045,1
0.61,0.761,9,-6.022,1,0.0627,0.339,1.88E-05,0.0839,0.433,120.017,1
0.412,0.457,4,-9.142,1,0.0288,0.409,0.0187,0.0978,0.202,74.824,1
0.408,0.925,5,-4.88,1,0.0533,0.00877,0.000454,0.12,0.361,126.405,1
0.816,0.813,6,-7.798,0,0.0664,0.0662,2.77E-06,0.602,0.436,127.979,1
0.312,0.418,7,-9.146,1,0.0296,0.131,0.000679,0.0836,0.237,130.795,1
0.529,0.67,2,-4.663,1,0.0303,0.117,0,0.334,0.286,141.893,1
0.651,0.889,5,-5.236,1,0.0694,0.00308,0,0.417,0.813,107.009,1
0.637,0.768,5,-6.889,1,0.0318,0.0335,7.93E-06,0.161,0.459,144.919,1
0.674,0.736,2,-5.446,1,0.0385,0.0704,1.89E-06,0.15,0.85,127.427,1
0.666,0.87,11,-5.004,0,0.246,0.203,0,0.0851,0.9,160.014,1
0.558,0.657,6,-5.015,1,0.0286,0.173,6.04E-05,0.117,0.115,98.926,1
0.437,0.913,7,-4.315,1,0.0972,0.0171,0,0.284,0.537,167.861,1
0.606,0.497,1,-5.005,1,0.0278,0.361,0,0.106,0.18,125.059,1
0.427,0.531,8,-6.985,1,0.0297,0.0555,0.00106,0.0835,0.145,111.079,1
0.461,0.267,0,-8.514,1,0.0278,0.834,2.03E-05,0.107,0.481,87.918,1
0.596,0.74,0,-5.552,1,0.0486,0.00724,0,0.357,0.527,88.938,1
0.57,0.646,7,-4.748,1,0.0331,0.0412,0,0.362,0.485,91.954,1
0.485,0.701,8,-3.807,1,0.0288,0.039,0,0.0977,0.613,151.948,1
0.507,0.669,2,-5.104,1,0.0275,0.126,0.000263,0.111,0.484,88.525,1
0.596,0.395,1,-11.833,1,0.0897,0.404,5.73E-06,0.111,0.172,136.852,1
0.426,0.612,1,-6.359,0,0.0567,0.12,0,0.119,0.106,172.171,1
0.555,0.496,4,-10.12,1,0.143,0.657,1.14E-06,0.106,0.543,153.301,1
0.423,0.844,6,-2.932,1,0.0372,0.113,0.000798,0.217,0.301,147.96,1
0.536,0.65,2,-5.603,1,0.0337,0.282,1.16E-06,0.0876,0.288,147.93,1
0.639,0.916,6,-3.614,0,0.211,0.416,0,0.53,0.511,93.939,1
0.504,0.705,6,-6.179,0,0.0665,0.00121,4.12E-06,0.453,0.567,108.965,1
0.541,0.803,1,-3.284,1,0.0738,0.0796,1.71E-05,0.176,0.221,142.135,1
0.396,0.629,9,-4.78,1,0.0287,0.0328,0,0.183,0.358,173.794,1
0.584,0.524,4,-6.001,1,0.0287,0.335,0,0.11,0.389,143.863,1
0.66,0.925,7,-2.094,1,0.317,0.252,0,0.87,0.576,81.041,1
0.547,0.805,8,-4.34,1,0.0293,0.0393,1.75E-05,0.332,0.557,110.027,1
0.648,0.722,0,-4.813,0,0.0427,0.0103,0,0.24,0.389,132.973,1
0.578,0.926,6,-3.689,0,0.0548,0.00472,0.0127,0.14,0.877,149.976,1
0.591,0.889,7,-3.839,1,0.115,0.0189,0,0.155,0.65,143.067,1
0.667,0.381,3,-7.494,1,0.0294,0.458,0,0.116,0.199,135.979,1
0.692,0.858,6,-4.354,0,0.03,0.00217,4.85E-05,0.358,0.69,125.944,1
